revenue_usd_millions,pitchbook_valuation_usd_millions,pitchbook_primary_industry_group,pitchbook_primary_industry_sector,pitchbook_verticals,pitchbook_hq_location,pitchbook_hq_country,pitchbook_last_financing_date,pitchbook_last_financing_size_usd_millions,pitchbook_last_financing_deal_type,employee_count_pitchbook,employee_count_linkedin_scraped,employee_count_crunchbase_range,company_size_category,crunchbase_revenue_range,crunchbase_industry_tags,crunchbase_industry_category,total_funding_usd,num_funding_rounds,avg_round_size_usd,total_investors,latest_funding_type,latest_funding_date,months_since_last_funding,funding_stage_encoded,country,state_region,city,founded_year,company_age_years,is_public,ipo_date,ipo_exchange,ipo_ticker,revenue_tier,is_pe_backed,num_pe_investors,ml_predicted_revenue,ml_prediction_confidence
221.67,10050.74,Pharmaceuticals and Biotechnology,Healthcare,Life Sciences,"London, United Kingdom",United Kingdom,2025-10-07,10050.74,Merger/Acquisition,279.0,,,,r_00010000,,"Biotechnology, Pharmaceutical, Therapeutics",0,0,0,0,,,,,United Kingdom,,,2005.0,20.0,True,,lse,,,True,1,,
72.8,277.7,Software,Information Technology,"Cybersecurity, SaaS","Austin, TX",United States,2019-02-20,277.7,Merger/Acquisition,270.0,,,,r_00050000,,"Email, SaaS, Security, Software",0,0,0,0,,,,,United States,,,2002.0,23.0,False,,,,,True,1,,
1.75,49.84,Healthcare Devices and Supplies,Healthcare,Life Sciences,"Waltham, MA",United States,2017-11-22,,Merger/Acquisition,27.0,,,,r_00001000,,"Biotechnology, Genetics, Health Care, Medical",0,0,0,0,,,,,United States,,,1997.0,28.0,True,,otcqb,,,True,1,,
614.0,166.4,IT Services,Information Technology,TMT,"Toronto, Canada",Canada,2017-10-02,166.4,Merger/Acquisition,450.0,,,,r_00100000,,"Information and Communications Technology (ICT), Information Services, Information Technology, Software",0,0,0,0,,,,,Canada,,,1983.0,42.0,False,,,,,True,1,,
13.99,,Software,Information Technology,TMT,"New York, NY",United States,2021-05-20,,Buyout/LBO,144.0,,,,r_00010000,,"Enterprise Software, FinTech, Information Technology, Software, Trading Platform",0,0,0,0,,,,,United States,,,2007.0,18.0,False,,,,,True,2,,
57.6,27.28,Commercial Services,Business Products and Services (B2B),,"Saint Louis, MO",United States,2025-06-18,,Debt Refinancing,393.0,,,,r_00010000,,"Information Technology, Service Industry, Software",0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
11.4,185.0,Software,Information Technology,TMT,"Minneapolis, MN",United States,2016-09-19,185.0,Buyout/LBO,78.0,,,,,,"Asset Management, Financial Services, Information Technology, SaaS, Software",0,0,0,0,,,,,United States,,,1999.0,26.0,False,,,,,True,1,,
26.0,,Software,Information Technology,"CloudTech & DevOps, TMT","Emeryville, CA",United States,2011-03-23,,Buyout/LBO,100.0,,,,r_00001000,,"Information Technology, IT Infrastructure, Technical Support",0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
134.7,,IT Services,Information Technology,"TMT, Internet of Things, SaaS","Detroit, MI",United States,2017-05-04,,Merger/Acquisition,400.0,,,,r_00010000,,Information Technology,0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
40.0,28.66,Software,Information Technology,"TMT, FinTech","Markham, Canada",Canada,2020-02-20,,Buyout/LBO,230.0,,,,,,"Business Intelligence, Enterprise Software, Software",0,0,0,0,,,,,Canada,,,,,False,,,,,True,2,,
28.53,,Software,Information Technology,,"Hamburg, Germany",Germany,2021-09-01,33.27,Mezzanine,170.0,,,,r_00001000,,"Collaboration, Enterprise Software, Human Resources, Information Technology, Mobile",0,0,0,0,,,,,Germany,,,2010.0,15.0,False,,,,,True,1,,
41.25,,Commercial Services,Business Products and Services (B2B),"TMT, SaaS","Stockholm, Sweden",Sweden,2020-08-26,,Buyout/LBO,200.0,,,,r_00010000,,"Computer, Software",0,0,0,0,,,,,Sweden,,,,,False,,,,,True,1,,
18.5,,Software,Information Technology,"TMT, Supply Chain Tech, Mobility Tech","London, United Kingdom",United Kingdom,2023-08-11,,Buyout/LBO,126.0,,,,r_00000000,,"E-Commerce, Marine Technology, Trading Platform",0,0,0,0,,,,,United Kingdom,,,1999.0,26.0,False,,,,,True,1,,
5.4,43.48,Apparel and Accessories,Consumer Products and Services (B2C),"E-Commerce, TMT","Santa Monica, CA",United States,2024-05-01,,Secondary Transaction - Private,243.0,,,,r_00010000,,"Fashion, Internet, Men's, Rental",0,0,0,0,,,,,United States,,,2013.0,12.0,False,,,,,True,1,,
20.0,369.0,Software,Information Technology,"Mobile, TMT, FinTech","Palo Alto, CA",United States,2014-06-16,369.0,Merger/Acquisition,100.0,,,,r_00001000,,"Information Technology, Payments, SaaS, Software",0,0,0,0,,,,,United States,,,2019.0,6.0,False,,,,,True,1,,
494.24,3020.0,Other Financial Services,Financial Services,"Industrials, FinTech","Sunnyvale, CA",United States,2018-07-19,3020.0,Merger/Acquisition,935.0,,,,r_00500000,,"Finance, Financial Services, Impact Investing",0,0,0,0,,,,,United States,,,1996.0,29.0,True,,nasdaq,,,True,3,,
27.24,,Software,Information Technology,"Cybersecurity, TMT","San Francisco, CA",United States,2013-03-12,,Buyout/LBO,100.0,,,,,,"Compliance, Network Security, Risk Management",0,0,0,0,,,,,United States,,,1998.0,27.0,False,,,,,True,2,,
3.9,125.0,Software,Information Technology,"SaaS, CloudTech & DevOps","Sunnyvale, CA",United States,2021-08-09,25.0,Early Stage VC,169.0,,,,r_00001000,,"Apps, Cloud Infrastructure, Developer Platform, DevOps, Generative AI",0,0,0,0,,,,,United States,,,2017.0,8.0,False,,,,,True,1,,
2.0,455.0,Software,Information Technology,"CloudTech & DevOps, Artificial Intelligence & Machine Learning, Infrastructure, Mobile","San Francisco, CA",United States,2025-06-26,55.0,Early Stage VC,101.0,,,,r_00001000,,"Artificial Intelligence (AI), Procurement, Productivity Tools, SaaS",0,0,0,0,,,,,United States,,,2022.0,3.0,False,,,,,True,1,,
35.0,3.0,Services (Non-Financial),Consumer Products and Services (B2C),"Mobile, Real Estate Technology","Montreal, Canada",Canada,2021-05-27,3.0,Merger/Acquisition,54.0,,,,r_00001000,,"Beauty, Cosmetics, Retail",0,0,0,0,,,,,Canada,,,,,False,,,,,True,2,,
2.1,100.0,Software,Information Technology,"SaaS, TMT","Atlanta, GA",United States,2025-09-24,50.0,Corporate,1800.0,,,,r_00500000,,"Customer Service, Electronics, Information Technology, Local Business, Software",0,0,0,0,,,,,United States,,,2021.0,4.0,False,,,,,True,2,,
5.8,253.0,Software,Information Technology,"SaaS, Artificial Intelligence & Machine Learning, FinTech","Mountain View, CA",United States,2023-10-04,43.0,Early Stage VC,60.0,,,,r_00001000,,"Financial Services, FinTech, Information Services, Information Technology, SaaS",0,0,0,0,,,,,United States,,,2020.0,5.0,False,,,,,True,1,,
1.8,30.0,Software,Information Technology,"Artificial Intelligence & Machine Learning, Big Data","New York, NY",United States,2024-01-10,4.0,Later Stage VC,200.0,,,,,,"Artificial Intelligence (AI), E-Commerce, Information Technology, Software",0,0,0,0,,,,,United States,,,2016.0,9.0,False,,,,,True,1,,
9.3,300.0,Software,Information Technology,"Real Estate Technology, SaaS, Mobile, Construction Technology","San Francisco, CA",United States,2021-11-19,300.0,Merger/Acquisition,130.0,,,,r_00010000,,"Collaboration, Construction, Enterprise Software, Mobile, Project Management",0,0,0,0,,,,,United States,,,2013.0,12.0,False,,,,,True,1,,
24.0,825.0,Software,Information Technology,"SaaS, Artificial Intelligence & Machine Learning","Redwood City, CA",United States,2023-05-01,,Accelerator/Incubator,430.0,,,,r_00001000,,"Artificial Intelligence (AI), Customer Service, Machine Learning, Natural Language Processing, SaaS",0,0,0,0,,,,,United States,,,2017.0,8.0,False,,,,,True,1,,
22.0,25.0,Commercial Services,Business Products and Services (B2B),"TMT, E-Commerce","Emeryville, CA",United States,2019-08-12,25.0,Buyout/LBO,77.0,,,,r_00010000,,"Advertising, Digital Media, E-Commerce, E-Commerce Platforms, Retail",0,0,0,0,,,,,United States,,,2000.0,25.0,False,,,,,True,1,,
100.0,3700.0,Software,Information Technology,"CloudTech & DevOps, Supply Chain Tech, Artificial Intelligence & Machine Learning, SaaS","San Francisco, CA",United States,,,Secondary Transaction - Private,1300.0,,,,r_00100000,,"Developer Tools, DevOps, Productivity Tools, SaaS, Software",0,0,0,0,,,,,United States,,,2017.0,8.0,False,,,,,True,1,,
50.0,48.62,Communications and Networking,Information Technology,TMT,"Sunnyvale, CA",United States,2003-06-25,,Merger/Acquisition,,,,,,,"Information Technology, NFC, Professional Networking, QR Codes",0,0,0,0,,,,,United States,,,2021.0,4.0,False,,,,,True,2,,
1.0,500.0,Software,Information Technology,"Real Estate Technology, Artificial Intelligence & Machine Learning, 3D Printing, SaaS","San Francisco, CA",United States,2024-09-10,4.02,Mezzanine,456.0,,,,r_00010000,,"3D Technology, Computer Vision, Home Improvement, Mobile Apps, PropTech",0,0,0,0,,,,,United States,,,2011.0,14.0,False,,,,,True,1,,
19.6,204.0,Commercial Services,Business Products and Services (B2B),,"Santa Clara, CA",United States,2011-03-01,204.0,Merger/Acquisition,45.0,,,,r_00010000,,"Finance, Payments, Transaction Processing",0,0,0,0,,,,,United States,,,2006.0,19.0,False,,,,,True,1,,
1.33,490.1,Computer Hardware,Information Technology,"Artificial Intelligence & Machine Learning, Robotics and Drones, Big Data, Advanced Manufacturing, Mobility Tech","Sterling, VA",United States,2024-10-01,391.1,Merger/Acquisition,191.0,,,,r_00001000,,"Cyber Security, Drone Management, National Security, Sensor",0,0,0,0,,,,,United States,,,2014.0,11.0,False,,,,,True,1,,
100.0,71.04,Software,Information Technology,"TMT, Mobile, SaaS","Sunnyvale, CA",United States,2014-11-30,,Merger/Acquisition,84.0,,,,r_00010000,,"Gaming, Social, Wireless",0,0,0,0,,,,,United States,,,2003.0,22.0,False,,,,,True,1,,
3.0,2318.19,Pharmaceuticals and Biotechnology,Healthcare,"Life Sciences, LOHAS & Wellness","Cambridge, MA",United States,2020-04-02,2318.19,Merger/Acquisition,89.0,,,,r_01000000,,"Biotechnology, Medical, Pharmaceutical",0,0,0,0,,,,,United States,,,2008.0,17.0,True,,nasdaq,,,True,1,,
1.0,118.3,Software,Information Technology,"SaaS, TMT","Redwood City, CA",United States,2013-04-25,,Buyout/LBO,369.0,,,,r_00050000,,"Analytics, Big Data, Information Technology",0,0,0,0,,,,,United States,,,2007.0,18.0,False,,,,,True,1,,
4.0,350.2,Computer Hardware,Information Technology,,"Athens, GA",United States,2016-08-08,,Merger/Acquisition,8.0,,,,r_00010000,,"Architecture, Cloud Storage, Energy Storage, Software",0,0,0,0,,,,,United States,,,2000.0,25.0,False,,,,,True,1,,
10.0,39.0,Healthcare Devices and Supplies,Healthcare,"HealthTech, TMT, LOHAS & Wellness","San Francisco, CA",United States,2024-07-01,0.11,Later Stage VC,20.0,,,,r_00001000,,"Fitness, Health Care, Medical, Medical Device, Military",0,0,0,0,,,,,United States,,,2012.0,13.0,False,,,,,True,1,,
21.0,,Software,Information Technology,"Cybersecurity, TMT","Addison, TX",United States,2012-12-20,,Merger/Acquisition,100.0,,,,,,"Data Integration, Mobile Devices, Security",0,0,0,0,,,,,United States,,,2001.0,24.0,False,,,,,True,1,,
10.0,,IT Services,Information Technology,"CloudTech & DevOps, SaaS, Cybersecurity, Big Data, Artificial Intelligence & Machine Learning","San Francisco, CA",United States,2020-12-18,23.7,Later Stage VC,225.0,,,,r_00010000,,"Cloud Data Services, Data Storage, Enterprise Software, Software",0,0,0,0,,,,,United States,,,2009.0,16.0,False,,,,,True,1,,
28.0,200.0,Commercial Services,Business Products and Services (B2B),"TMT, SaaS","New York, NY",United States,2015-03-04,200.0,Merger/Acquisition,100.0,,,,r_00001000,,"Digital Marketing, Information Technology, Social Media Marketing, Web Design, Web Development",0,0,0,0,,,,,United States,,,2014.0,11.0,False,,,,,True,1,,
40.0,825.06,Software,Information Technology,"SaaS, CloudTech & DevOps","Mountain View, CA",United States,2023-03-01,,Later Stage VC,179.0,,,,r_00010000,,"Analytics, Cloud Data Services, Database, Information Technology, Software",0,0,0,0,,,,,United States,,,2014.0,11.0,False,,,,,True,1,,
253.0,250.0,Healthcare Devices and Supplies,Healthcare,,"Hayward, CA",United States,2022-11-21,,IPO,468.0,,,,r_00050000,,"Health Care, Manufacturing, Medical Device",0,0,0,0,,,,,United States,,,1995.0,30.0,True,,nasdaq,,,True,1,,
5.0,46.67,Apparel and Accessories,Consumer Products and Services (B2C),"Manufacturing, TMT, E-Commerce","New York, NY",United States,2023-05-01,,Secondary Transaction - Private,4.0,,,,r_00010000,,"E-Commerce, Fashion, Retail, Shoes",0,0,0,0,,,,,United States,,,2013.0,12.0,False,,,,,True,1,,
100.0,602.5,Commercial Banks,Financial Services,"Mobile, FinTech","Jersey City, NJ",United States,2022-02-05,75.0,Debt - General,543.0,,,,r_00100000,,"Banking, Finance, Financial Services, FinTech, Small and Medium Businesses",0,0,0,0,,,,,United States,,,2013.0,12.0,False,,,,,True,1,,
216.91,537.94,Computer Hardware,Information Technology,"Industrials, Manufacturing","Camas, WA",United States,2018-08-15,,Secondary Transaction - Private,800.0,,,,r_00100000,,"Electronics, Laser, Manufacturing, Semiconductor",0,0,0,0,,,,,United States,,,2000.0,25.0,True,,nasdaq,,,True,1,,
100.0,2750.0,Software,Information Technology,"EdTech, TMT","San Francisco, CA",United States,2022-04-05,,Later Stage VC,300.0,,,,r_00100000,,"Blockchain, Cryptocurrency, EdTech, Education, Training",0,0,0,0,,,,,United States,,,2012.0,13.0,False,,,,,True,2,,
30.0,200.0,Commercial Services,Business Products and Services (B2B),"Marketing Tech, TMT","Mclean, VA",United States,2016-01-06,200.0,Merger/Acquisition,147.0,,,,r_00010000,,"Big Data, File Sharing, Internet, Marketing, Mobile",0,0,0,0,,,,,United States,,,2004.0,21.0,False,,,,,True,1,,
235.3,328.67,Software,Information Technology,"Supply Chain Tech, Mobile, Mobility Tech, TMT","Santa Clara, CA",United States,2021-02-17,,Merger/Acquisition,696.0,,,,r_00050000,,"Advertising Platforms, Automotive, Autonomous Vehicles, GPS, Local",0,0,0,0,,,,,United States,,,1999.0,26.0,True,,nasdaq,,,True,1,,
9.24,1100.0,Commercial Services,Business Products and Services (B2B),"Artificial Intelligence & Machine Learning, SaaS","Stockholm, Sweden",Sweden,2025-09-16,1100.0,Merger/Acquisition,250.0,,,,,,"Biotechnology, Health Care, Life Science, Product Research",0,0,0,0,,,,,Sweden,,,2018.0,7.0,True,,nasdaq,,,True,2,,
1.67,130.0,Commercial Services,Business Products and Services (B2B),"E-Commerce, TMT, Mobile","San Jose, CA",United States,2014-10-22,130.0,Buyout/LBO,34.0,,,,,,"Advertising, Coupons, Digital Media, E-Commerce, Internet",0,0,0,0,,,,,United States,,,2005.0,20.0,False,,,,,True,1,,
60.0,40.0,Software,Information Technology,"TMT, CloudTech & DevOps, SaaS","Markham, Canada",Canada,2019-05-14,40.0,Merger/Acquisition,300.0,,,,r_00050000,,"Collaboration, Developer APIs, Developer Platform, Enterprise Software, Information Technology",0,0,0,0,,,,,Canada,,,2005.0,20.0,False,,,,,True,1,,
9.86,260.3,Software,Information Technology,"Artificial Intelligence & Machine Learning, FinTech, SaaS, TMT, InsurTech, Big Data","San Mateo, CA",United States,2017-11-01,260.3,Merger/Acquisition,51.0,,,,r_00010000,,"Computer, Cyber Security, Insurance, Software",0,0,0,0,,,,,United States,,,2014.0,11.0,False,,,,,True,1,,
174.03,664.0,Software,Information Technology,SaaS,"Morrisville, NC",United States,2022-11-15,664.0,Buyout/LBO,960.0,,,,r_00100000,,"Business Intelligence, CRM, Digital Marketing, E-Commerce",0,0,0,0,,,,,United States,,,2001.0,24.0,True,,nyse,,,True,2,,
10.3,165.0,Software,Information Technology,"Artificial Intelligence & Machine Learning, SaaS, Cybersecurity","San Francisco, CA",United States,2025-02-11,,Merger/Acquisition,93.0,,,,r_00010000,,"Cloud Security, Cyber Security, Network Security, Sales Automation",0,0,0,0,,,,,United States,,,2020.0,5.0,False,,,,,True,1,,
119.07,800.0,Communications and Networking,Information Technology,"Manufacturing, TMT","San Jose, CA",United States,2011-08-26,800.0,Merger/Acquisition,,,,,,,"Cloud Computing, Data Center Automation, Open Source, Software",0,0,0,0,,,,,United States,,,1999.0,26.0,False,,,,,True,1,,
70.0,682.3,Pharmaceuticals and Biotechnology,Healthcare,"Life Sciences, Oncology","Cambridge, MA",United States,2023-06-30,75.0,Public Investment 2nd Offering,54.0,,,,r_00010000,,"Biotechnology, Life Science, Medical",0,0,0,0,,,,,United States,,,2017.0,8.0,True,,nasdaq,,,True,1,,
300.0,119.0,Software,Information Technology,"SaaS, TMT, AdTech","New York, NY",United States,2018-08-21,119.0,Merger/Acquisition,325.0,,,,r_00100000,,"Ad Targeting, Advertising, Advertising Platforms, Analytics, Digital Media",0,0,0,0,,,,,United States,,,2007.0,18.0,False,,,,,True,1,,
133.02,281.63,Pharmaceuticals and Biotechnology,Healthcare,"Life Sciences, Oncology","Boulder, CO",United States,2023-07-11,,Bankruptcy: Liquidation,368.0,,,,r_00100000,,"Biopharma, Oncology",0,0,0,0,,,,,United States,,,2009.0,16.0,True,,nasdaq,,,True,1,,
420.0,1530.0,Software,Information Technology,"InsurTech, SaaS, FinTech, Artificial Intelligence & Machine Learning, HR Tech, Mobile","San Francisco, CA",United States,2024-12-01,,Later Stage VC,709.0,,,,r_00100000,,"Health Care, Health Insurance, InsurTech",0,0,0,0,,,,,United States,,,2013.0,12.0,False,,,,,True,1,,
35.0,551.05,Pharmaceuticals and Biotechnology,Healthcare,"TMT, Life Sciences","Zug, Switzerland",Switzerland,2024-02-27,280.0,PIPE,480.0,,,,r_00010000,,"Biopharma, Biotechnology, Genetics, Medical",0,0,0,0,,,,,Switzerland,,,2013.0,12.0,True,,nasdaq,,,True,1,,
75.77,1700.0,Pharmaceuticals and Biotechnology,Healthcare,"Oncology, Life Sciences","Seattle, WA",United States,2023-05-10,1700.0,Merger/Acquisition,174.0,,,,r_00001000,,"Biopharma, Biotechnology, Health Care, Oncology, Therapeutics",0,0,0,0,,,,,United States,,,1991.0,34.0,True,,nasdaq,,,True,1,,
161.0,565.0,Healthcare Services,Healthcare,"Industrials, HealthTech","Dublin, OH",United States,2024-02-01,,Merger/Acquisition,2500.0,,,,r_00000000,,"Hardware, Printing, Software, Wholesale",0,0,0,0,,,,,United States,,,2009.0,16.0,False,,,,,True,1,,
28.0,323.0,Software,Information Technology,"TMT, CloudTech & DevOps","Austin, TX",United States,2017-04-25,,Merger/Acquisition,107.0,,,,r_00010000,,"Apps, Communities, DevOps, Infrastructure, Internet",0,0,0,0,,,,,United States,,,2006.0,19.0,False,,,,,True,1,,
160.0,1620.0,Software,Information Technology,"Artificial Intelligence & Machine Learning, TMT, CloudTech & DevOps, Big Data","Redwood City, CA",United States,2021-11-04,120.0,Later Stage VC,500.0,,,,r_00010000,,"Analytics, Data Governance, Data Integration, Data Management, InsurTech",0,0,0,0,,,,,United States,,,2011.0,14.0,False,,,,,True,1,,
75.0,850.0,Computer Hardware,Information Technology,"CloudTech & DevOps, SaaS, TMT","Boulder, CO",United States,2016-02-02,850.0,Merger/Acquisition,449.0,,,,r_00100000,,"Cloud Data Services, Data Storage, Enterprise Software, Flash Storage",0,0,0,0,,,,,United States,,,2010.0,15.0,False,,,,,True,1,,
10.0,113.93,Consumer Durables,Consumer Products and Services (B2C),"FemTech, Wearables & Quantified Self, E-Commerce, Mobile","Mountain View, CA",United States,2024-01-22,81.43,Later Stage VC,89.0,,,,r_00001000,,"Health Care, Medical Device, Wearables, Women's",0,0,0,0,,,,,United States,,,2014.0,11.0,False,,,,,True,1,,
6.0,411.54,Consumer Durables,Consumer Products and Services (B2C),"Mobile, SaaS, Wearables & Quantified Self, E-Commerce, Internet of Things","Costa Mesa, CA",United States,2021-06-30,90.0,Later Stage VC,59.0,,,,r_00001000,,"Fitness, Hardware, Subscription Service, Wearables",0,0,0,0,,,,,United States,,,2013.0,12.0,False,,,,,True,1,,
398.72,3200.0,IT Services,Information Technology,"Cybersecurity, TMT","Santa Clara, CA",United States,2007-03-15,3200.0,Merger/Acquisition,2189.0,,,,r_00100000,,"Collaboration, Enterprise Software, Internet, Security, Telecommunications",0,0,0,0,,,,,United States,,,1995.0,30.0,True,,nasdaq,,,True,1,,
37.1,300.0,Healthcare Services,Healthcare,,"Austin, TX",United States,2024-01-04,28.5,Debt - General,140.0,,,,r_00100000,,Health Care,0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
5.2,117.59,Software,Information Technology,"TMT, SaaS","Austin, TX",United States,2019-12-10,117.59,Merger/Acquisition,25.0,,,,r_00001000,,"Analytics, Application Performance Management, Database, Developer Tools, Enterprise Software",0,0,0,0,,,,,United States,,,2012.0,13.0,False,,,,,True,1,,
17.99,82.05,Semiconductors,Information Technology,"Advanced Manufacturing, Internet of Things, TMT, Manufacturing","San Jose, CA",United States,2022-09-20,3.2,PIPE,59.0,,,,r_00010000,,"Electronics, Manufacturing, Mobile, Semiconductor",0,0,0,0,,,,,United States,,,1988.0,37.0,True,,nasdaq,,,True,2,,
28.28,,Software,Information Technology,SaaS,"Neuilly-sur-Seine, France",France,2025-02-11,,Buyout/LBO,275.0,,,,r_00010000,,"Information Technology, IT Infrastructure, Product Management, Project Management, Software",0,0,0,0,,,,,France,,,1982.0,43.0,False,,,,,True,4,,
146.39,550.2,Software,Information Technology,"SaaS, TMT","San Jose, CA",United States,2012-02-22,550.2,Merger/Acquisition,696.0,,,,,,"Electronic Design Automation (EDA), Semiconductor, Software",0,0,0,0,,,,,United States,,,1997.0,28.0,True,,nasdaq,,,True,1,,
32.0,295.0,Software,Information Technology,"SaaS, TMT","Sunnyvale, CA",United States,2003-11-17,295.0,Merger/Acquisition,,,,,,,"Internet, Internet of Things, Network Security",0,0,0,0,,,,,United States,,,2000.0,25.0,False,,,,,True,1,,
32.77,89.0,Pharmaceuticals and Biotechnology,Healthcare,,"Boston, MA",United States,2025-10-27,153.25,PIPE,143.0,,,,r_00001000,,"Biotechnology, Clinical Trials, Health Care, Oncology, Pharmaceutical",0,0,0,0,,,,,United States,,,2014.0,11.0,True,,nasdaq,,,True,1,,
1.4,126.0,Software,Information Technology,"Artificial Intelligence & Machine Learning, Cybersecurity","Pittsburgh, PA",United States,2024-05-17,2.25,Later Stage VC,24.0,,,,,,"Apps, SaaS, Software",0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
100.0,770.0,Software,Information Technology,"TMT, Ephemeral Content, CloudTech & DevOps, SaaS","Reston, VA",United States,2021-02-23,105.0,Later Stage VC,559.0,,,,r_00500000,,"Analytics, Artificial Intelligence (AI), Cloud Data Services, Cloud Management, IT Management",0,0,0,0,,,,,United States,,,2003.0,22.0,False,,,,,True,3,,
20.0,18.7,IT Services,Information Technology,TMT,"Newton, MA",United States,2003-05-01,18.7,Merger/Acquisition,90.0,,,,r_00000000,,"Advertising, Information Technology",0,0,0,0,,,,,United States,,,2011.0,14.0,False,,,,,True,1,,
32.0,2300.0,Software,Information Technology,"FinTech, TMT, SaaS","Draper, UT",United States,2021-06-01,2300.0,Merger/Acquisition,443.0,,,,r_00050000,,"Financial Services, FinTech, Payments, Productivity Tools, SaaS",0,0,0,0,,,,,United States,,,2016.0,9.0,False,,,,,True,2,,
103.0,10.0,Transportation,Consumer Products and Services (B2C),"Mobility Tech, Mobile, TMT","Westminster, CO",United States,2024-12-18,10.0,Merger/Acquisition,205.0,,,,r_00001000,,"Apps, Automotive, Logistics, Rental, Transportation",0,0,0,0,,,,,United States,,,2016.0,9.0,False,,,,,True,1,,
4.6,127.0,Software,Information Technology,"Big Data, SaaS, Marketing Tech","San Mateo, CA",United States,2019-07-01,127.0,Buyout/LBO,140.0,,,,r_00010000,,"Analytics, Artificial Intelligence (AI), CRM, Data Integration, Marketing",0,0,0,0,,,,,United States,,,2006.0,19.0,False,,,,,True,2,,
5.27,67.53,Communications and Networking,Information Technology,"Manufacturing, Cybersecurity, Internet of Things, TMT","Fremont, CA",United States,2025-07-03,1.0,PIPE,95.0,,,,r_00001000,,"Internet, Internet of Things, Telecommunications, Wireless",0,0,0,0,,,,,United States,,,1998.0,27.0,True,,nasdaq,,,True,2,,
35.0,230.0,Healthcare Services,Healthcare,"Digital Health, TMT, Mobile, Big Data, Artificial Intelligence & Machine Learning","San Francisco, CA",United States,2022-03-15,9.5,Later Stage VC,104.0,,,,r_00001000,,"Artificial Intelligence (AI), Health Care, Mental Health, mHealth, Software",0,0,0,0,,,,,United States,,,2017.0,8.0,False,,,,,True,3,,
51.69,275.0,Healthcare Devices and Supplies,Healthcare,"TMT, HealthTech, Manufacturing, FemTech","Santa Clara, CA",United States,2023-02-09,30.0,PIPE,174.0,,,,r_00010000,,"Health Care, Manufacturing, Medical, Medical Device, Women's",0,0,0,0,,,,,United States,,,2008.0,17.0,True,,nasdaq,,,True,1,,
68.2,28.9,IT Services,Information Technology,TMT,"Billerica, MA",United States,2021-08-05,,Debt - General,306.0,,,,r_00050000,,"Information Services, Information Technology, Software",0,0,0,0,,,,,United States,,,1992.0,33.0,False,,,,,True,1,,
2.0,65.0,Commercial Services,Business Products and Services (B2B),"SaaS, Artificial Intelligence & Machine Learning, Space Technology, Big Data","Ithaca, NY",United States,2025-08-20,,Later Stage VC,70.0,,,,r_00010000,,"Analytics, Business Intelligence, Information Services, Predictive Analytics",0,0,0,0,,,,,United States,,,2014.0,11.0,False,,,,,True,1,,
5.0,177.0,Consumer Durables,Consumer Products and Services (B2C),"E-Commerce, TMT, Manufacturing","New York, NY",United States,2024-10-11,,Merger/Acquisition,78.0,,,,r_00010000,,"Direct Sales, E-Commerce, Furniture, Home Decor",0,0,0,0,,,,,United States,,,2016.0,9.0,False,,,,,True,1,,
1231.42,15528.25,Software,Information Technology,"TMT, Big Data","Seattle, WA",United States,2019-08-01,15528.25,Merger/Acquisition,2431.0,,,,r_00000000,,"Information Technology, Messaging, Software",0,0,0,0,,,,,United States,,,2014.0,11.0,False,,,,,True,1,,
500.0,2500.0,Software,Information Technology,"SaaS, Artificial Intelligence & Machine Learning, Big Data","Palo Alto, CA",United States,2025-10-22,260.0,Later Stage VC,869.0,,,,r_00100000,,"Artificial Intelligence (AI), Computer Vision, Enterprise Software, Generative AI, Machine Learning",0,0,0,0,,,,,United States,,,2008.0,17.0,False,,,,,True,1,,
429.16,345.24,Pharmaceuticals and Biotechnology,Healthcare,Manufacturing,"Foster City, CA",United States,2023-08-31,210.0,PIPE,349.0,,,,r_00100000,,"Biotechnology, Health Care, Pharmaceutical, Therapeutics",0,0,0,0,,,,,United States,,,2018.0,7.0,True,,nasdaq,,,True,1,,
17.59,13.0,Commercial Services,Business Products and Services (B2B),"TMT, AdTech","San Francisco, CA",United States,2018-08-28,13.0,Merger/Acquisition,316.0,,,,r_00001000,,"Advertising, Digital Media, Publishing, Video",0,0,0,0,,,,,United States,,,2005.0,20.0,False,,,,,True,1,,
9.0,100.0,Software,Information Technology,"SaaS, Marketing Tech, Artificial Intelligence & Machine Learning","San Francisco, CA",United States,2024-12-24,100.0,Merger/Acquisition,120.0,,,,r_00010000,,"Artificial Intelligence (AI), Big Data, Business Intelligence, E-Commerce, Machine Learning",0,0,0,0,,,,,United States,,,2012.0,13.0,False,,,,,True,1,,
41.0,4110.0,Pharmaceuticals and Biotechnology,Healthcare,Life Sciences,"Boston, MA",United States,2020-11-01,,Bankruptcy: Liquidation,240.0,,,,r_00010000,,"Biotechnology, Health Care, Health Diagnostics, Medical Device, Personal Health",0,0,0,0,,,,,United States,,,1997.0,28.0,False,,,,,True,2,,
